ECO_ID,m,p3AET,Tg,Tcc,REALM,BIOME,BIOME_NAME,ECO_NAME,altbiom2023,wet,vegcover,woodycover,treecover,evergreen,altbiome
31312,0.593268543,374.15,25.72859001,19.06563759,AT,13,Deserts and xeric shrublands,Madagascar succulent woodlands,8.1,0,25,25,10,,510
31313,0.192187622,150.60,27.15048218,25.6998024,AT,13,Deserts and xeric shrublands,Masai xeric grasslands and shrublands,7.3,0,60,25,0,,520
31314,0.153449044,95.30,23.85628891,10.94374752,AT,13,Deserts and xeric shrublands,Nama Karoo,7.2,0,25,25,0,,520
31315,0.059720922,60.00,23.05738831,17.89934921,AT,13,Deserts and xeric shrublands,Namib desert,7.3,0,25,25,0,,520
31316,0.16961132,162.40,23.60497284,16.12387466,AT,13,Deserts and xeric shrublands,Namibian savanna woodlands,7.3,0,60,10,10,,520
31317,0.013202518,17.30,29.07799339,19.1113987,PA,13,Deserts and xeric shrublands,Red Sea coastal desert,7.3,0,25,25,0,,520
31318,0.107498068,57.00,24.24270248,22.22408962,AT,13,Deserts and xeric shrublands,Socotra Island xeric shrublands,7.3,0,25,25,0,,520
31319,0.050143912,38.00,27.25980949,22.84681892,AT,13,Deserts and xeric shrublands,Somali montane xeric woodlands,7.3,0,25,25,10,,520
31320,0.094880424,62.15,27.51512337,19.43036079,AT,13,Deserts and xeric shrublands,Southwestern Arabian foothills savanna,7.3,0,60,10,0,,520
31321,0.149440482,114.00,25.04092407,16.84210587,AT,13,Deserts and xeric shrublands,Southwestern Arabian montane woodlands,7.3,0,25,25,10,,520
31322,0.150138378,78.25,19.63909912,13.022192,AT,13,Deserts and xeric shrublands,Succulent Karoo,7.3,0,25,25,0,,520
31401,2.696092486,315.28,26.93727398,24.9630003,AT,14,Mangroves,Central African mangroves,,1,99,95,60,1,1112
31402,0.89773494,284.26,27.6088829,24.6504879,AT,14,Mangroves,East African mangroves,,1,99,95,60,1,1112
31403,1.618056655,319.69,27.8838129,25.4820919,AT,14,Mangroves,Guinean mangroves,,1,99,95,60,1,1112
31404,1.334016323,335.04,27.19288635,23.72538948,AT,14,Mangroves,Madagascar mangroves,,1,99,95,60,1,1112
31405,0.767860025,307.05,24.26050091,18.48035526,AT,14,Mangroves,Southern Africa mangroves,,1,99,95,60,1,1112
40101,2.556601286,280.29,26.80751705,25.71079159,IM,1,Tropical and subtropical moist broadleaf forests,Andaman Islands rain forests,9,0,100,95,95,1,111
40102,2.458631992,321.03,26.90854168,26.235466,IM,1,Tropical and subtropical moist broadleaf forests,Borneo lowland rain forests,9,0,100,95,95,1,111
40103,3.223667026,274.50,24.73349285,23.80862999,IM,1,Tropical and subtropical moist broadleaf forests,Borneo montane rain forests,4.3,0,100,95,95,1,112
40104,2.407257438,325.94,27.07827568,26.44900036,IM,1,Tropical and subtropical moist broadleaf forests,Borneo peat swamp forests,9,1,100,95,95,1,1111
40105,1.985485673,328.18,27.49655724,17.41541481,IM,1,Tropical and subtropical moist broadleaf forests,Brahmaputra Valley semi-evergreen forests,9,0,100,95,95,0.7,111
40106,1.942095399,308.69,26.65285683,23.91584206,IM,1,Tropical and subtropical moist broadleaf forests,Cardamom Mountains rain forests,9,0,100,95,95,1,111
40107,0.762424588,353.00,28.36089516,24.70453262,IM,1,Tropical and subtropical moist broadleaf forests,Chao Phraya freshwater swamp forests,8.2,1,100,95,95,1,1111
40108,0.909030527,307.91,28.11650562,25.22946835,IM,1,Tropical and subtropical moist broadleaf forests,Chao Phraya lowland moist deciduous forests,8.2,0,100,95,95,0,113
40109,2.147324562,273.40,22.84548759,16.52913737,IM,1,Tropical and subtropical moist broadleaf forests,Chin Hills-Arakan Yoma montane forests,4.3,0,100,95,95,1,112
40111,0.959794819,341.76,28.18506622,18.80164695,IM,1,Tropical and subtropical moist broadleaf forests,Eastern highlands moist deciduous forests,8.2,0,100,95,95,0,113
40112,2.469238162,298.54,22.20753288,21.13188267,IM,1,Tropical and subtropical moist broadleaf forests,Eastern Java-Bali montane rain forests,4.3,0,100,95,95,1,112
40113,1.393521249,317.77,25.870121,25.02811337,IM,1,Tropical and subtropical moist broadleaf forests,Eastern Java-Bali rain forests,9,0,100,95,95,1,111
40114,1.969080508,318.06,26.54313374,24.84431267,IM,1,Tropical and subtropical moist broadleaf forests,Greater Negros-Panay rain forests,9,0,100,95,95,1,111
40115,1.770272255,327.90,26.00657272,15.08566475,IM,1,Tropical and subtropical moist broadleaf forests,Himalayan subtropical broadleaf forests,9,0,100,95,95,1,120
40116,1.834157526,310.60,27.63547993,23.9569006,IM,1,Tropical and subtropical moist broadleaf forests,Irrawaddy freshwater swamp forests,9,1,100,95,95,1,1111
40117,0.832174063,359.37,27.75982094,20.71564674,IM,1,Tropical and subtropical moist broadleaf forests,Irrawaddy moist deciduous forests,8.2,0,100,95,95,0,113
40118,1.691720843,316.41,24.44842911,6.718035221,IM,1,Tropical and subtropical moist broadleaf forests,Jian Nan subtropical evergreen forests,4.1,0,100,95,95,1,120
40119,1.225173771,318.75,26.21214485,20.64032507,IM,1,Tropical and subtropical moist broadleaf forests,Kayah-Karen montane rain forests,4.3,0,100,95,95,1,112
40120,1.505469322,341.22,28.38457108,17.45373821,IM,1,Tropical and subtropical moist broadleaf forests,Lower Gangetic Plains moist deciduous forests,9,0,100,95,95,0,113
40121,1.04782486,348.05,26.68059444,19.2868185,IM,1,Tropical and subtropical moist broadleaf forests,Luang Prabang montane rain forests,4.3,0,100,95,95,1,112
40122,2.414200783,297.01,23.96760559,19.67012787,IM,1,Tropical and subtropical moist broadleaf forests,Luzon montane rain forests,4.3,0,100,95,95,1,112
40123,1.930639505,338.89,27.55691719,24.96928596,IM,1,Tropical and subtropical moist broadleaf forests,Luzon rain forests,9,0,100,95,95,1,111
40124,2.631724358,286.77,27.3822403,25.41392517,IM,1,Tropical and subtropical moist broadleaf forests,Malabar Coast moist forests,9,0,100,95,95,1,111
40125,1.771341085,320.37,26.98353195,25.37480164,IM,1,Tropical and subtropical moist broadleaf forests,Maldives-Lakshadweep-Chagos Archipelago tropical moist forests,9,0,100,95,95,1,111
40125,1.771341085,320.37,26.98353195,25.37480164,IM,1,Tropical and subtropical moist broadleaf forests,Maldives-Lakshadweep-Chagos Archipelago Tropical Moist Forest,9,0,100,95,95,1,111
40126,2.854607582,286.07,23.9431181,13.60743594,IM,1,Tropical and subtropical moist broadleaf forests,Meghalaya subtropical forests,9,0,100,95,95,1,120
40127,2.974078417,308.59,25.95859814,25.38232422,IM,1,Tropical and subtropical moist broadleaf forests,Mentawai Islands rain forests,9,0,100,95,95,1,111
40128,2.353023052,326.17,25.71526909,22.49921227,IM,1,Tropical and subtropical moist broadleaf forests,Mindanao montane rain forests,4.3,0,100,95,95,1,112
40129,1.559167385,334.05,26.37845421,25.06650734,IM,1,Tropical and subtropical moist broadleaf forests,Mindanao-Eastern Visayas rain forests,9,0,100,95,95,1,111
40130,2.448757768,306.49,26.24902248,24.29376507,IM,1,Tropical and subtropical moist broadleaf forests,Mindoro rain forests,9,0,100,95,95,1,111
40131,2.261655569,312.82,25.71313286,15.67246556,IM,1,Tropical and subtropical moist broadleaf forests,Mizoram-Manipur-Kachin rain forests,9,0,100,95,95,1,111
40132,3.799600244,303.24,27.13146877,23.00343037,IM,1,Tropical and subtropical moist broadleaf forests,Myanmar coastal rain forests,9,0,100,95,95,1,111
40133,2.462237954,284.39,27.15189362,26.43128109,IM,1,Tropical and subtropical moist broadleaf forests,Nicobar Islands rain forests,9,0,100,95,95,1,111
40134,1.970765471,254.50,24.27583313,20.89215851,IM,1,Tropical and subtropical moist broadleaf forests,North Western Ghats moist deciduous forests,9,0,100,95,95,0,113
40135,3.268188,278.81,25.96043587,24.28682518,IM,1,Tropical and subtropical moist broadleaf forests,North Western Ghats montane rain forests,4.3,0,100,95,95,1,112
40136,2.313776493,320.94,26.02243423,18.35773659,IM,1,Tropical and subtropical moist broadleaf forests,Northern Annamites rain forests,9,0,100,95,95,1,111
40137,1.431757808,300.50,23.57333279,13.1290921,IM,1,Tropical and subtropical moist broadleaf forests,Northern Indochina subtropical forests,9,0,100,95,95,1,120
40138,1.224021912,339.71,27.37314224,21.0157547,IM,1,Tropical and subtropical moist broadleaf forests,Northern Khorat Plateau moist deciduous forests,9,0,100,95,95,0,113
40139,0.823672771,342.41,26.20419693,19.67159224,IM,1,Tropical and subtropical moist broadleaf forests,Northern Thailand-Laos moist deciduous forests,8.2,0,100,95,95,0,113
40140,2.26878345,295.69,24.95060158,12.66926467,IM,1,Tropical and subtropical moist broadleaf forests,Northern Triangle subtropical forests,9,0,100,95,95,1,120
40141,1.93432802,342.44,27.51086426,18.06663418,IM,1,Tropical and subtropical moist broadleaf forests,Northern Vietnam lowland rain forests,9,0,100,95,95,1,111
40142,1.170052648,320.87,28.90281296,21.17683411,IM,1,Tropical and subtropical moist broadleaf forests,Orissa semi-evergreen forests,9,0,100,95,95,0.7,111
40143,1.811758518,320.71,27.43911743,26.29354668,IM,1,Tropical and subtropical moist broadleaf forests,Palawan rain forests,9,0,100,95,95,1,111
40144,2.464345694,307.55,24.52469444,22.94965172,IM,1,Tropical and subtropical moist broadleaf forests,Peninsular Malaysian montane rain forests,4.3,0,100,95,95,1,112
40145,2.167776823,331.32,26.71543312,25.45471573,IM,1,Tropical and subtropical moist broadleaf forests,Peninsular Malaysian peat swamp forests,9,1,100,95,95,1,1111
40146,2.063694477,325.97,26.42419815,25.05262184,IM,1,Tropical and subtropical moist broadleaf forests,Peninsular Malaysian rain forests,9,0,100,95,95,1,111
40147,1.640030026,336.93,27.56502724,16.29859161,IM,1,Tropical and subtropical moist broadleaf forests,Red River freshwater swamp forests,9,1,100,95,95,1,1111
40149,1.62664175,323.49,26.58883381,12.17272139,IM,1,Tropical and subtropical moist broadleaf forests,South China-Vietnam subtropical evergreen forests,9,0,100,95,95,1,120
40150,0.572289765,257.86,26.7614975,24.10066986,IM,1,Tropical and subtropical moist broadleaf forests,South Western Ghats moist deciduous forests,8.2,0,100,95,95,0,113
40151,2.125951529,281.45,22.65211201,20.8924017,IM,1,Tropical and subtropical moist broadleaf forests,South Western Ghats montane rain forests,4.3,0,100,95,95,1,112
40152,1.857517004,298.95,22.31306458,18.1497879,IM,1,Tropical and subtropical moist broadleaf forests,Southern Annamites montane rain forests,4.3,0,100,95,95,1,112
40153,2.02000165,323.80,27.28609085,26.70593452,IM,1,Tropical and subtropical moist broadleaf forests,Southwest Borneo freshwater swamp forests,9,1,100,95,95,1,1111
40154,3.616848946,314.83,26.1203804,25.56758499,IM,1,Tropical and subtropical moist broadleaf forests,Sri Lanka lowland rain forests,9,0,100,95,95,1,111
40155,2.208119154,283.14,21.37253761,19.49890137,IM,1,Tropical and subtropical moist broadleaf forests,Sri Lanka montane rain forests,4.3,0,100,95,95,1,112
40156,1.358514667,326.39,26.88470459,26.18638611,IM,1,Tropical and subtropical moist broadleaf forests,Sulu Archipelago rain forests,9,0,100,95,95,1,111
40157,1.936188936,336.38,26.81280613,26.30236626,IM,1,Tropical and subtropical moist broadleaf forests,Sumatran freshwater swamp forests,9,1,100,95,95,1,1111
40158,2.217891455,325.51,26.53919411,25.90947437,IM,1,Tropical and subtropical moist broadleaf forests,Sumatran lowland rain forests,9,0,100,95,95,1,111
40159,2.485858917,273.87,20.82822227,20.30451012,IM,1,Tropical and subtropical moist broadleaf forests,Sumatran montane rain forests,4.3,0,100,95,95,1,112
40160,2.080569744,328.33,26.75279808,25.95262146,IM,1,Tropical and subtropical moist broadleaf forests,Sumatran peat swamp forests,9,1,100,95,95,1,1111
40161,2.041109085,312.00,27.67372322,27.11585617,IM,1,Tropical and subtropical moist broadleaf forests,Sundaland heath forests,9,0,100,95,95,1,111
40162,1.596083164,346.61,28.72859001,18.90357971,IM,1,Tropical and subtropical moist broadleaf forests,Sundarbans freshwater swamp forests,9,1,100,95,95,1,1111
40163,2.037335396,317.25,27.0097084,25.83748245,IM,1,Tropical and subtropical moist broadleaf forests,Tenasserim-South Thailand semi-evergreen rain forests,9,0,100,95,95,0.7,111
40164,1.095138192,335.11,27.73294067,25.25312805,IM,1,Tropical and subtropical moist broadleaf forests,Tonle Sap freshwater swamp forests,9,1,100,95,95,1,1111
40165,1.415330887,308.03,27.65115929,25.75306892,IM,1,Tropical and subtropical moist broadleaf forests,Tonle Sap-Mekong peat swamp forests,9,1,100,95,95,1,1111
40166,0.729796648,334.68,30.00443077,14.37014723,IM,1,Tropical and subtropical moist broadleaf forests,Upper Gangetic Plains moist deciduous forests,8.2,0,100,95,95,0,113
40167,2.474654794,297.73,23.67283916,22.97219658,IM,1,Tropical and subtropical moist broadleaf forests,Western Java montane rain forests,4.3,0,100,95,95,1,112
40168,2.282120824,318.40,26.20570755,25.20998764,IM,1,Tropical and subtropical moist broadleaf forests,Western Java rain forests,9,0,100,95,95,1,111
40169,1.450427175,325.55,27.06220627,18.05573273,IM,1,Tropical and subtropical moist broadleaf forests,Hainan Island monsoon rain forests,9,0,100,95,95,1,111
40170,2.869891167,290.01,25.11637974,14.33480978,IM,1,Tropical and subtropical moist broadleaf forests,Nansei Islands subtropical evergreen forests,9,0,100,95,95,1,120
40171,3.131206751,314.59,26.61941719,17.94240379,IM,1,Tropical and subtropical moist broadleaf forests,South Taiwan monsoon rain forests,9,0,100,95,95,1,111
40172,2.562284708,288.41,23.81429291,14.93334675,IM,1,Tropical and subtropical moist broadleaf forests,Taiwan subtropical evergreen forests,9,0,100,95,95,1,120
40201,0.679168761,349.25,29.31041908,21.54498863,IM,2,Tropical and subtropical dry broadleaf forests,Central Deccan Plateau dry deciduous forests,8.2,0,99,90,60,0,114
40202,0.93792665,359.72,27.53315735,23.89364338,IM,2,Tropical and subtropical dry broadleaf forests,Central Indochina dry forests,8.2,0,99,90,60,0,114
40203,0.953985095,338.39,28.48803139,17.43890572,IM,2,Tropical and subtropical dry broadleaf forests,Chhota-Nagpur dry deciduous forests,8.2,0,99,90,60,0,114
40204,0.815454602,345.14,30.12135887,24.53269005,IM,2,Tropical and subtropical dry broadleaf forests,East Deccan dry-evergreen forests,8.2,0,99,90,60,1,113
40205,0.550007641,334.10,28.25770187,21.63302708,IM,2,Tropical and subtropical dry broadleaf forests,Irrawaddy dry forests,8.1,0,99,90,60,0,114
40206,0.614468217,317.15,29.23229218,17.86731148,IM,2,Tropical and subtropical dry broadleaf forests,Khathiar-Gir dry deciduous forests,8.2,0,99,90,60,0,114
40207,0.762097061,318.58,28.88934326,19.08230925,IM,2,Tropical and subtropical dry broadleaf forests,Narmada Valley dry deciduous forests,8.2,0,99,90,60,0,114
40208,1.083618402,333.34,29.07223701,20.26853752,IM,2,Tropical and subtropical dry broadleaf forests,Northern dry deciduous forests,8.2,0,99,90,60,0,114
40209,0.55282408,266.28,24.9932785,22.48632622,IM,2,Tropical and subtropical dry broadleaf forests,South Deccan Plateau dry deciduous forests,8.1,0,99,90,60,0,114
40210,1.648547173,319.03,26.60911369,23.74232101,IM,2,Tropical and subtropical dry broadleaf forests,Southeastern Indochina dry evergreen forests,8.2,0,99,90,60,1,113
40211,1.487580478,307.57,27.47949409,22.00408554,IM,2,Tropical and subtropical dry broadleaf forests,Southern Vietnam lowland dry forests,8.2,0,99,90,60,0,114
40212,1.422892034,300.75,28.05914688,24.50727463,IM,2,Tropical and subtropical dry broadleaf forests,Sri Lanka dry-zone dry evergreen forests,8.2,0,99,90,60,1,113
40301,1.752337635,296.89,23.01685524,9.849767923,IM,3,Tropical and subtropical coniferous forests,Himalayan subtropical pine forests,4.3,0,100,95,95,1,120
40302,2.35234189,276.04,22.05385399,18.46683121,IM,3,Tropical and subtropical coniferous forests,Luzon tropical pine forests,4.3,0,100,95,95,1,120
40303,2.117414713,286.94,22.53213692,13.40339756,IM,3,Tropical and subtropical coniferous forests,Northeast India-Myanmar pine forests,4.3,0,100,95,95,1,120
40304,2.075768471,255.63,18.87414932,18.37498093,IM,3,Tropical and subtropical coniferous forests,Sumatran tropical pine forests,4.3,0,100,95,95,1,120
40401,2.478116274,266.52,19.30198479,9.277664185,IM,4,Temperate broadleaf and mixed forests,Eastern Himalayan broadleaf forests,3.1,0,100,95,95,0,120
40402,3.486864805,227.09,15.0944519,1.145733833,IM,4,Temperate broadleaf and mixed forests,Northern Triangle temperate forests,3.1,0,100,95,95,0,120
40403,1.792519748,230.14,20.36631012,4.837605476,IM,4,Temperate broadleaf and mixed forests,Western Himalayan broadleaf forests,3.1,0,100,95,95,0,120
40501,2.152676821,200.90,9.25103569,-7.392669678,IM,5,Temperate coniferous forests,Eastern Himalayan subalpine conifer forests,2.2,0,100,95,95,1,140
40502,1.665820956,237.48,15.84915447,1.281816006,IM,5,Temperate coniferous forests,Western Himalayan subalpine conifer forests,2.2,0,100,95,95,1,140
40701,1.451164365,349.78,27.96873474,15.79306662,IM,7,"Tropical and subtropical grasslands, savannas, and",Terai-Duar savanna and grasslands,8.2,0,99,10,10,0,410
40901,0.240367681,299.59,29.27544689,17.18977523,IM,9,Flooded grasslands,Rann of Kutch seasonal salt marsh,,1,99,0,0,,1000
41001,2.119533062,265.69,23.26804543,21.88251114,IM,10,Montane grasslands,Kinabalu montane alpine meadows,1.3,0,99,0,0,,610
41301,0.448750421,272.15,26.27554035,22.59059906,IM,13,Deserts and xeric shrublands,Deccan thorn scrub forests,8.1,0,60,60,25,,510
41302,0.116659623,112.25,32.35176086,9.096739769,IM,13,Deserts and xeric shrublands,Indus Valley desert,7.2,0,25,25,0,,520
41303,0.243233256,273.44,30.44589615,11.44958389,IM,13,Deserts and xeric shrublands,Northwestern thorn scrub forests,7.2,0,60,60,25,,510
41304,0.150831051,187.65,31.89748764,12.45318258,IM,13,Deserts and xeric shrublands,Thar desert,7.3,0,25,25,0,,520
41401,0.711333871,312.21,29.83707237,24.45920753,IM,14,Mangroves,Goadavari-Krishna mangroves,,1,99,95,60,1,1112
41402,1.723782837,305.53,27.62927151,25.97495365,IM,14,Mangroves,Indochina mangroves,,1,99,95,60,1,1112
41403,0.533340991,301.74,28.88145447,20.84210777,IM,14,Mangroves,Indus River Delta-Arabian Sea mangroves,,1,99,95,60,1,1112
41404,2.425443411,301.67,27.53202629,24.9981842,IM,14,Mangroves,Myanamar Coast mangroves,,1,99,95,60,1,1112
41405,1.801350713,317.20,27.06363869,26.56298637,IM,14,Mangroves,Sunda Shelf mangroves,,1,99,95,60,1,1112
41406,2.506690979,323.83,28.39139748,19.29976177,IM,14,Mangroves,Sundarbans mangroves,,1,99,95,60,1,1112
50201,0.401031852,350.30,27.76660919,12.51246738,,2,Tropical and subtropical dry broadleaf forests,Sonoran-Sinaloan transition subtropical dry forest,8.1,0,99,90,60,0,120
50302,0.619606674,278.71,17.44369888,6.182598114,,3,Tropical and subtropical coniferous forests,Sierra Madre Occidental pine-oak forests,4.3,0,100,75,75,1,120
50303,0.445714772,220.30,21.37147522,8.160824299,,3,Tropical and subtropical coniferous forests,Sierra Madre Oriental pine-oak forests,4.3,0,100,75,75,1,120
50401,1.817243457,280.44,15.68573666,-9.630243301,,4,Temperate broadleaf and mixed forests,Allegheny Highlands forests,3.1,0,100,95,95,0.3,131
50402,1.61847198,307.03,18.58552742,-6.318984985,,4,Temperate broadleaf and mixed forests,Appalachian mixed mesophytic forests,3.1,0,100,95,95,0.3,132
50403,1.618153095,320.20,19.93105984,-2.446101189,,4,Temperate broadleaf and mixed forests,Appalachian/Blue Ridge forests,3.1,0,100,95,95,0.3,131
50404,1.455274522,290.24,21.18747234,-4.042150497,,4,Temperate broadleaf and mixed forests,Central U.S. hardwood forests,3.1,0,100,95,95,0,131
50405,0.938319504,291.06,25.1293869,5.537011147,,4,Temperate broadleaf and mixed forests,East Central Texas forests,3.1,0,100,95,95,0,131
50406,2.170491576,244.15,13.45014095,-19.05060387,,4,Temperate broadleaf and mixed forests,Eastern forest/boreal transition,3.1,0,100,95,95,0.5,131
50407,1.939045548,250.45,14.7519908,-15.64811897,,4,Temperate broadleaf and mixed forests,Eastern Great Lakes lowland forests,3.1,0,100,95,95,0,131
50408,2.438007832,268.33,13.61065197,-14.86957359,,4,Temperate broadleaf and mixed forests,Gulf of St. Lawrence lowland forests,3.1,0,100,95,95,0,131
50409,1.460810363,312.06,24.1259203,4.198683739,,4,Temperate broadleaf and mixed forests,Mississippi lowland forests,3.1,1,100,95,95,0,1120
50410,2.460375905,262.50,13.08209515,-15.32539558,,4,Temperate broadleaf and mixed forests,New England/Acadian forests,3.1,0,100,95,95,0.5,131
50411,1.852246165,280.99,17.355896,-6.19115448,,4,Temperate broadleaf and mixed forests,Northeastern coastal forests,3.1,0,100,95,95,0.5,131
50412,1.427442014,296.56,22.57361221,-0.469125748,,4,Temperate broadleaf and mixed forests,Ozark Mountain forests,3.1,0,100,95,95,0,131
50413,1.435263991,332.45,23.39674187,3.342768669,,4,Temperate broadleaf and mixed forests,Southeastern mixed forests,3.1,0,100,95,95,0.5,134
50414,1.456925631,270.70,17.65232658,-8.608533859,,4,Temperate broadleaf and mixed forests,Southern Great Lakes forests,3.1,0,100,95,95,0,131
50415,1.368028522,278.17,16.66359901,-13.60882759,,4,Temperate broadleaf and mixed forests,Upper Midwest Forest/Savanna transition zone,3.1,0,100,60,60,0,131
50415,1.368028522,278.17,16.66359901,-13.60882759,,4,Temperate broadleaf and mixed forests,Western Great Lakes forests,3.1,0,100,95,95,0.5,131
50416,1.515517354,261.94,14.13491631,-18.06639099,,4,Temperate broadleaf and mixed forests,Western Great Lakes forests,3.1,0,100,95,95,0.5,131
50417,1.904478431,165.85,15.95598316,4.377629757,,4,Temperate broadleaf and mixed forests,Willamette Valley forests,3.1,0,100,60,60,0,131
50501,2.547581911,190.40,5.68761158,-17.68354797,,5,Temperate coniferous forests,Alberta Mountain forests,2.2,0,100,95,95,1,140
50502,1.36984694,233.00,10.42433357,-20.02958298,,5,Temperate coniferous forests,Alberta/British Columbia foothills forests,2.2,0,100,85,85,1,140
50503,0.528836384,220.80,17.54032135,-1.470748425,,5,Temperate coniferous forests,Arizona Mountains forests,2.2,0,100,85,85,1,134
50504,1.609429657,291.03,19.32155037,-2.30989933,,5,Temperate coniferous forests,Atlantic coastal pine barrens,3.1,0,100,60,25,1,133
50505,0.743159354,101.00,13.75379181,-8.574335098,,5,Temperate coniferous forests,Blue Mountains forests,2.2,0,100,85,85,1,134
50506,6.930255651,163.06,9.669290543,-5.100730896,,5,Temperate coniferous forests,British Columbia mainland coastal forests,2.2,0,100,95,95,1,133
50507,1.333910584,116.60,9.137515068,-9.913024902,,5,Temperate coniferous forests,Cascade Mountains leeward forests,2.2,0,100,95,95,1,134
50508,2.832725286,127.94,12.19846201,0.150014937,,5,Temperate coniferous forests,Central and Southern Cascades forests,4.2,0,100,95,95,1,133
50509,1.926788747,197.70,8.473220825,-18.09201241,,5,Temperate coniferous forests,Central British Columbia Mountain forests,2.2,0,100,95,95,1,140
50510,4.074884892,175.53,13.58568764,4.990649223,,5,Temperate coniferous forests,Central Pacific coastal forests,4.2,0,100,95,95,1,133
50511,1.202409863,176.70,8.620108604,-15.13485146,,5,Temperate coniferous forests,Colorado Rockies forests,2.2,0,100,95,95,1,140
50512,0.653751552,92.76,12.67527962,-4.686133385,,5,Temperate coniferous forests,Eastern Cascades forests,2.2,0,100,85,85,1,134
50513,1.139211893,361.69,26.11696243,13.6537478,,5,Temperate coniferous forests,Florida sand pine scrub,4.1,0,100,60,10,1,320
50514,1.418180346,142.20,9.892455101,-15.90638161,,5,Temperate coniferous forests,Fraser Plateau and Basin complex,2.2,0,100,95,95,1,140
50515,0.486579984,79.50,12.43681526,-6.596103668,,5,Temperate coniferous forests,Great Basin montane forests,2.2,0,100,85,85,1,134
50516,1.703876257,114.64,14.19439411,3.133712769,,5,Temperate coniferous forests,Klamath-Siskiyou forests,2.2,0,100,95,95,1,134
50517,1.336333752,356.85,23.59744835,5.421033859,,5,Temperate coniferous forests,Middle Atlantic coastal forests,4.1,0,100,85,85,1,134
50518,2.660101533,181.14,9.515645027,-14.4510603,,5,Temperate coniferous forests,North Central Rockies forests,2.2,0,100,95,95,1,140
50519,1.080474854,146.27,16.17300224,8.484790802,,5,Temperate coniferous forests,Northern California coastal forests,4.2,0,100,95,95,1,120
50520,8.378652573,206.43,10.4523468,-5.180023193,,5,Temperate coniferous forests,Northern Pacific coastal forests,4.2,0,100,95,95,1,133
50521,3.36886704,167.24,6.499979734,-15.44733334,,5,Temperate coniferous forests,Northern transitional alpine forests,2.2,0,100,95,95,1,140
50522,1.003668785,129.05,11.39323139,-10.23187065,,5,Temperate coniferous forests,Okanogan dry forests,2.2,0,100,85,85,1,134
50523,1.213081598,313.69,24.32765198,4.932641029,,5,Temperate coniferous forests,Piney Woods forests,4.1,0,100,60,60,1,134
50524,2.13608408,162.43,14.54946327,3.500267267,,5,Temperate coniferous forests,Puget lowland forests,4.2,0,100,95,95,1,133
50525,9.963634968,185.48,10.25164461,2.123518229,,5,Temperate coniferous forests,Queen Charlotte Islands,4.2,0,100,95,95,1,133
50526,0.411610544,98.31,16.15613174,5.921107292,,5,Temperate coniferous forests,Sierra Juarez & San Pedro Martir pine-oak forests,4.2,0,100,85,85,1,134
50527,1.405883074,87.35,13.53805542,1.498528957,,5,Temperate coniferous forests,Sierra Nevada forests,2.2,0,100,95,95,1,134
50528,0.942984641,136.41,10.17105007,-16.54916763,,5,Temperate coniferous forests,South Central Rockies forests,2.2,0,100,85,85,1,140
50529,1.326140344,375.51,25.1096468,8.739844441,,5,Temperate coniferous forests,Southeastern conifer forests,4.1,0,100,60,60,1,222
50530,0.707912803,113.30,12.10271358,-9.283367157,,5,Temperate coniferous forests,Wasatch and Uinta montane forests,2.2,0,100,95,95,1,140
50601,4.153608084,168.03,7.862653732,-5.735188484,,6,Boreal forest/taigas,Alaska Peninsula montane taiga,2.1,0,100,95,75,1,140
50602,1.978166938,242.99,10.34080172,-28.16739082,,6,Boreal forest/taigas,Central Canadian Shield forests,2.1,0.1,100,95,95,1,140
50603,2.38471055,162.34,9.049958229,-12.89077568,,6,Boreal forest/taigas,Cook Inlet taiga,2.1,0,100,95,75,1,140
50604,1.175459623,150.20,6.925354481,-27.03738022,,6,Boreal forest/taigas,Copper Plateau taiga,2.1,0,100,95,75,1,140
50605,3.612833381,219.55,9.992458344,-19.67687798,,6,Boreal forest/taigas,Eastern Canadian forests,2.1,0.1,100,95,95,1,140
50606,2.821385384,202.83,6.974768639,-32.78995514,,6,Boreal forest/taigas,Eastern Canadian Shield taiga,2.1,0.1,100,95,75,1,140
50607,1.347963274,144.85,8.545211315,-25.54443932,,6,Boreal forest/taigas,Interior Alaska/Yukon lowland taiga,2.1,0.1,100,95,75,1,140
50608,1.242261291,214.70,11.05911732,-30.80201721,,6,Boreal forest/taigas,Mid-Continental Canadian forests,2.1,0.1,100,95,95,1,140
50609,1.473729968,218.70,10.62705898,-33.23112106,,6,Boreal forest/taigas,Midwestern Canadian Shield forests,2.1,0.1,100,95,95,1,140
50610,1.150832176,176.40,9.833370209,-33.16179657,,6,Boreal forest/taigas,Muskwa/Slave Lake forests,2.1,0.1,100,95,95,1,140
50611,5.201236725,203.90,10.36005592,-10.82280731,,6,Boreal forest/taigas,Newfoundland Highland forests,2.1,0,100,95,95,1,140
50612,1.259234786,132.90,7.788863182,-41.42429352,,6,Boreal forest/taigas,Northern Canadian Shield taiga,2.1,0.1,100,95,75,1,140
50613,1.904944599,179.70,6.640357018,-25.78866768,,6,Boreal forest/taigas,Northern Cordillera forests,2.1,0.1,100,95,95,1,140
50614,1.088265181,131.70,8.287514687,-35.95965576,,6,Boreal forest/taigas,Northwest Territories taiga,2.1,0.1,100,95,75,1,140
